instance_size,population,variant,seed,best_fitness,feasible,wall_time_ms,kernel_fitness_ms,kernel_repro_ms,h2d_transfer_ms,d2h_transfer_ms,feasible_pct,init_fitness,final_fitness,improvement
large,4096,cuda_basic,50,0.196597,Yes,64110,500.133,62432.4,6.68586,13.6266,5.68848,0.112936,0.196597,0.0836614
large,4096,cuda_basic,51,0.196616,Yes,63969,500.756,62297.5,6.73254,13.7795,5.46875,0.112774,0.196616,0.0838421
large,4096,cuda_optimized,42,0.196701,Yes,78382,501.364,76699.9,6.69789,13.6568,5.54199,0.11363,0.196701,0.0830711
large,4096,cuda_optimized,43,0.196392,Yes,78374,503.758,76707.8,6.692,13.4517,6.25,0.112617,0.196392,0.0837755
large,4096,cuda_optimized,44,0.195595,Yes,78455,501.985,76778.7,6.69254,13.4712,5.44434,0.113941,0.195703,0.0817612
large,4096,cuda_optimized,45,0.196069,Yes,78315,502.809,76626.9,6.69498,13.6175,5.93262,0.113845,0.196069,0.0822236
large,4096,cuda_optimized,46,0.196503,Yes,78611,503.747,76932.4,6.68602,13.782,5.95703,0.112752,0.196503,0.0837505
large,4096,cuda_optimized,47,0.19703,Yes,78200,499.544,76528.6,6.71056,13.5863,5.34668,0.113278,0.197072,0.083794
large,4096,cuda_optimized,48,0.195513,Yes,78518,500.053,76831.4,6.75235,13.5515,5.61523,0.113051,0.195513,0.082462
large,4096,cuda_optimized,49,0.197184,Yes,78363,500.366,76691.2,6.71018,13.6453,5.7373,0.114443,0.197184,0.0827403
large,4096,cuda_optimized,50,0.196597,Yes,78524,500.007,76836.1,6.70509,13.5953,5.68848,0.112936,0.196597,0.0836614
large,4096,cuda_optimized,51,0.196616,Yes,78358,500.871,76681.3,6.75811,13.6813,5.46875,0.112774,0.196616,0.0838421
large,16384,sequential,42,0.198786,Yes,1051837,,,,,,,,
large,16384,sequential,43,0.199736,Yes,1181684,,,,,,,,
large,16384,sequential,44,0.199113,Yes,990466,,,,,,,,
large,16384,sequential,45,0.199924,Yes,1184120,,,,,,,,
large,16384,sequential,46,0.198985,Yes,1038799,,,,,,,,
large,16384,sequential,47,0.199415,Yes,1178960,,,,,,,,
large,16384,sequential,48,0.190685,Yes,944926,,,,,,,,
large,16384,sequential,49,0.199471,Yes,1188772,,,,,,,,
large,16384,sequential,50,0.197931,Yes,1192266,,,,,,,,
large,16384,sequential,51,0.199382,Yes,1195584,,,,,,,,
large,16384,cuda_basic,42,0.196835,Yes,107477,1093.09,102397,25.4107,18.7582,5.65186,0.113796,0.196835,0.0830396
large,16384,cuda_basic,43,0.197242,Yes,127514,1296.17,122099,25.3362,22.2529,5.69458,0.113512,0.197242,0.0837301
large,16384,cuda_basic,44,0.19686,Yes,131581,1335.44,126075,25.3193,22.5789,5.78613,0.114088,0.19686,0.082772
large,16384,cuda_basic,45,0.197166,Yes,131090,1327.27,125589,25.333,23.1476,5.70679,0.114423,0.197264,0.0828406
large,16384,cuda_basic,46,0.196537,Yes,132336,1335.56,126834,25.3181,25.1241,5.81665,0.114696,0.196537,0.0818408
large,16384,cuda_basic,47,0.197028,Yes,130882,1328.28,125378,25.3573,22.6837,5.81665,0.114831,0.197028,0.0821964
large,16384,cuda_basic,48,0.197132,Yes,131103,1328.33,125611,25.3322,22.8537,5.63354,0.114055,0.197189,0.0831347
large,16384,cuda_basic,49,0.197921,Yes,130906,1330.53,125409,25.3059,22.8532,5.9082,0.114318,0.197921,0.0836038
large,16384,cuda_basic,50,0.197353,Yes,131153,1325.69,125674,25.3296,22.6819,5.62134,0.114586,0.197486,0.0829004
large,16384,cuda_basic,51,0.197109,Yes,130595,1329.49,125120,25.3161,22.7171,5.83496,0.113784,0.197109,0.0833251
large,16384,cuda_optimized,42,0.196835,Yes,103824,1093.17,98771.6,25.4236,19.4738,5.65186,0.113796,0.196835,0.0830396
large,16384,cuda_optimized,43,0.197242,Yes,123174,1293.1,117724,25.3381,22.4051,5.69458,0.113512,0.197242,0.0837301
large,16384,cuda_optimized,44,0.19686,Yes,126536,1327.95,121025,25.3277,23.4803,5.78613,0.114088,0.19686,0.082772
large,16384,cuda_optimized,45,0.197166,Yes,126601,1323.55,121052,25.3033,23.4042,5.70679,0.114423,0.197264,0.0828406
large,16384,cuda_optimized,46,0.196537,Yes,126124,1323.7,120599,25.3216,23.3603,5.81665,0.114696,0.196537,0.0818408
large,16384,cuda_optimized,47,0.197028,Yes,126108,1323.89,120610,25.3144,23.2584,5.81665,0.114831,0.197028,0.0821964
large,16384,cuda_optimized,48,0.197132,Yes,126289,1323.61,120780,25.4615,23.355,5.63354,0.114055,0.197189,0.0831347
large,16384,cuda_optimized,49,0.197921,Yes,126495,1324.93,120998,25.3293,22.9662,5.9082,0.114318,0.197921,0.0836038
large,16384,cuda_optimized,50,0.197353,Yes,126732,1328.96,121199,25.326,22.6707,5.62134,0.114586,0.197486,0.0829004
large,16384,cuda_optimized,51,0.197109,Yes,127065,1337.77,121521,25.4155,23.4684,5.83496,0.113784,0.197109,0.0833251
