instance_size,population,variant,seed,best_fitness,feasible,wall_time_ms,kernel_fitness_ms,kernel_repro_ms,h2d_transfer_ms,d2h_transfer_ms,feasible_pct,init_fitness,final_fitness,improvement
large,1024,cuda_optimized,49,0.196013,Yes,108360,442.9,107471,2.12515,17.7675,5.27344,0.113124,0.196013,0.0829
large,1024,cuda_optimized,50,0.195725,Yes,109432,442.693,108536,2.09683,17.8505,5.76172,0.113446,0.195725,0.0823
large,1024,cuda_optimized,51,0.19496,Yes,108417,442.922,107521,2.16685,17.9603,5.66406,0.112353,0.19496,0.0826
large,4096,sequential,42,0.208786,Yes,1051837,0.0731173,0.208786,0.1357
large,4096,sequential,43,0.209736,Yes,1181684,0.0725239,0.209736,0.1372
large,4096,sequential,44,0.209113,Yes,990466,0.0739638,0.209113,0.1351
large,4096,sequential,45,0.209924,Yes,1184120,0.0736517,0.209924,0.1363
large,4096,sequential,46,0.208985,Yes,1038799,0.0752158,0.208985,0.1338
large,4096,sequential,47,0.209415,Yes,1178960,0.0743795,0.209415,0.135
large,4096,sequential,48,0.208685,Yes,944926,0.0761244,0.208685,0.1326
large,4096,sequential,49,0.209471,Yes,1188772,0.0748758,0.209471,0.1346
large,4096,sequential,50,0.20931,Yes,1192266,0.0765716,0.20931,0.1327
large,4096,sequential,51,0.209382,Yes,1195584,0.0739229,0.209382,0.1355
large,4096,cuda_basic,42,0.195975,Yes,71841,467.735,70054.7,6.37674,19.4145,5.56641,0.114192,0.195975,0.0818
large,4096,cuda_basic,43,0.196617,Yes,79360,517.462,77509.4,6.54298,21.2044,5.61523,0.112995,0.196617,0.0836
large,4096,cuda_basic,44,0.196138,Yes,79527,517.315,77676.6,6.2864,21.9035,5.44434,0.113323,0.196138,0.0828
large,4096,cuda_basic,45,0.196995,Yes,79480,517.757,77626.4,6.30864,20.6949,5.71289,0.113784,0.196995,0.0832
large,4096,cuda_basic,46,0.196352,Yes,77760,506.951,75935.3,6.55002,20.9957,5.46875,0.112961,0.196352,0.0834
large,4096,cuda_basic,47,0.196719,Yes,79379,516.465,77442.5,6.57914,21.4771,5.32227,0.113937,0.196719,0.0828
large,4096,cuda_basic,48,0.196205,Yes,79482,516.629,77640.1,6.35651,21.1058,5.71289,0.114128,0.196205,0.0821
large,4096,cuda_basic,49,0.197129,Yes,79319,517.018,77471,6.33965,21.7809,5.9082,0.113095,0.197129,0.084
large,4096,cuda_basic,50,0.196788,Yes,79373,517.122,77544.8,6.55267,21.6103,6.15234,0.114526,0.196788,0.0823
large,4096,cuda_basic,51,0.196947,Yes,79283,515.4,77439.9,6.24883,20.2127,5.54199,0.112974,0.196947,0.084
large,4096,cuda_optimized,42,0.195975,Yes,103195,470.123,101430,6.23171,16.9285,5.56641,0.114192,0.195975,0.0818
large,4096,cuda_optimized,43,0.196617,Yes,113889,522.425,112017,6.2559,17.521,5.61523,0.112995,0.196617,0.0836
large,4096,cuda_optimized,44,0.196138,Yes,114156,522.482,112285,6.48365,18.5723,5.44434,0.113323,0.196138,0.0828
large,4096,cuda_optimized,45,0.196995,Yes,113654,522.879,111774,6.32659,17.3521,5.71289,0.113784,0.196995,0.0832
large,4096,cuda_optimized,46,0.196352,Yes,111354,511.315,109510,6.35645,18.4696,5.46875,0.112961,0.196352,0.0834
large,4096,cuda_optimized,47,0.196719,Yes,114158,522.454,112287,6.34778,17.1115,5.32227,0.113937,0.196719,0.0828
large,4096,cuda_optimized,48,0.196205,Yes,114198,522.561,112320,6.45405,18.0088,5.71289,0.114128,0.196205,0.0821
large,4096,cuda_optimized,49,0.197129,Yes,113966,522.593,112094,6.54682,17.8341,5.9082,0.113095,0.197129,0.084
large,4096,cuda_optimized,50,0.196788,Yes,113964,523.048,112079,6.3344,17.5889,6.15234,0.114526,0.196788,0.0823
large,4096,cuda_optimized,51,0.196947,Yes,113980,522.55,112108,6.53469,17.022,5.54199,0.112974,0.196947,0.084
